Product_Price,Order_Quantity,Discount_Applied,Total_Order_Value,Discount_Percentage,Price_Per_Item,Discount_Per_Item,Value_To_Discount_Ratio,User_Age,Order_Month,Order_Day,Order_DayOfWeek,Order_Quarter,Order_IsWeekend,Days_Since_Start,High_Discount_Flag,High_Value_Flag,High_Quantity_Flag,Young_User_Flag,Senior_User_Flag,Premium_Product_Flag,Low_Price_Flag,Product_Category_Encoded,User_Gender_Encoded,User_Location_Encoded,Payment_Method_Encoded,Shipping_Method_Encoded,Price_Range_Encoded,Quantity_Category_Encoded,Age_Group_Encoded,Target
274.29,2,2.49,548.58,0.45389915782565904,137.145,1.245,220.3132530120482,18,7,27,5,3,1,573,0,0,0,1,0,0,0,4,1,83,2,0,2,0,3,0
371.15,5,18.68,1855.75,1.0066011046746597,74.22999999999999,3.7359999999999998,99.34421841541756,58,11,22,4,4,0,691,0,0,1,0,0,0,0,2,0,82,2,2,2,1,2,0
232.97,5,9.85,1164.85,0.8456024380821565,46.594,1.97,118.25888324873095,21,3,5,6,1,1,63,0,0,1,1,0,0,0,4,0,98,1,0,2,1,3,1
455.82,1,11.96,455.82,2.6238427449431794,455.82,11.96,38.11204013377926,52,5,26,6,2,1,511,0,1,0,0,0,0,0,3,0,1,3,0,0,2,2,1
106.6,5,18.42,533.0,3.4559099437148224,21.32,3.684,28.935939196525513,53,5,15,2,2,0,500,0,0,1,0,0,0,1,4,1,66,0,2,1,1,2,0
317.9,5,18.05,1589.5,1.1355772255426235,63.58,3.6100000000000003,88.06094182825484,59,4,6,5,2,1,461,0,0,1,0,0,0,0,0,0,26,2,2,2,1,2,1
413.34,3,38.29,1240.02,3.0878534217190046,137.78,12.763333333333334,32.38495690780883,49,5,2,1,2,0,121,0,1,0,0,0,0,0,4,1,51,0,2,0,0,1,0
481.73,5,20.03,2408.65,0.8315861582214104,96.346,4.006,120.25212181727409,28,12,9,5,4,1,342,0,1,1,1,0,0,0,2,0,77,0,1,0,1,0,1
308.89,4,35.45,1235.56,2.869144355595844,77.2225,8.8625,34.85359661495063,68,6,30,6,2,1,546,0,0,0,0,1,0,0,4,0,42,1,0,2,1,2,1
335.28,4,25.37,1341.12,1.8917024576473398,83.82,6.3425,52.862435947970035,18,2,3,5,1,1,398,0,0,0,1,0,0,0,3,1,13,1,1,2,1,3,0
290.49,3,8.51,871.47,0.9765109527579835,96.83,2.8366666666666664,102.40540540540542,34,9,7,3,3,0,249,0,0,0,0,0,0,0,4,1,37,3,1,2,0,0,0
331.26,2,41.02,662.52,6.191511199661898,165.63,20.51,16.151145782545097,46,7,23,1,3,0,569,0,0,0,0,0,0,0,1,0,95,3,2,2,0,1,0
115.82,5,23.76,579.0999999999999,4.102918321533415,23.163999999999998,4.752000000000001,24.372895622895616,54,1,7,6,1,1,371,0,0,1,0,0,0,1,2,0,38,0,0,1,1,2,0
246.15,1,23.63,246.15,9.599837497460898,246.15,23.63,10.416842996191283,31,2,11,5,1,1,41,0,0,0,0,0,0,0,1,0,59,2,2,2,2,0,1
43.82,2,14.6,87.64,16.659059790050204,21.91,7.3,6.002739726027397,28,2,17,4,1,0,47,0,0,0,1,0,0,1,4,0,3,0,1,1,0,0,0
266.34,4,30.88,1065.36,2.898550724637681,66.585,7.72,34.5,44,10,27,6,4,1,665,0,0,0,0,0,0,0,4,0,57,3,2,2,1,1,0
351.52,1,11.58,351.52,3.294264906690943,351.52,11.58,30.35578583765112,46,3,21,1,1,0,79,0,0,0,0,0,0,0,4,1,37,3,1,2,2,1,1
334.27,4,43.44,1337.08,3.2488706734077244,83.5675,10.86,30.779926335174952,69,1,3,2,1,0,367,0,0,0,0,1,0,0,0,1,80,3,0,2,1,2,0
240.65,2,12.93,481.3,2.6864741325576564,120.325,6.465,37.22351121423047,33,2,10,5,1,1,405,0,0,0,0,0,0,0,0,0,58,2,2,2,0,0,1
105.7,3,42.07,317.1,13.26710816777042,35.233333333333334,14.023333333333333,7.537437603993345,44,5,23,3,2,0,508,0,0,0,0,0,0,1,1,1,36,0,1,1,0,1,0
188.76,3,12.68,566.28,2.2391749664476936,62.919999999999995,4.226666666666667,44.65930599369085,66,10,10,3,4,0,648,0,0,0,0,1,0,1,3,0,4,2,2,1,0,2,0
294.18,2,32.7,588.36,5.5578217417907405,147.09,16.35,17.992660550458716,69,11,15,2,4,0,318,0,0,0,0,1,0,0,4,1,88,2,1,2,0,2,0
97.31,2,10.96,194.62,5.631487000308293,48.655,5.48,17.75729927007299,53,5,22,0,2,0,141,0,0,0,0,0,0,1,3,0,44,1,1,1,0,2,1
335.96,2,19.05,671.92,2.8351589474937495,167.98,9.525,35.271391076115485,63,10,23,2,4,0,661,0,0,0,0,1,0,0,3,1,45,0,2,2,0,2,0
344.31,4,10.99,1377.24,0.7979727571084198,86.0775,2.7475,125.31756141947224,36,4,19,4,2,0,474,0,0,0,0,0,0,0,2,1,65,0,0,2,1,1,0
297.62,4,16.9,1190.48,1.4195954572945364,74.405,4.225,70.44260355029587,52,3,14,3,1,0,438,0,0,0,0,0,0,0,1,1,49,0,0,2,1,2,1
23.6,1,6.53,23.6,27.66949152542373,23.6,6.53,3.614088820826953,37,6,14,2,2,0,164,0,0,0,0,0,0,1,0,0,4,0,1,1,2,1,0
495.34,3,43.34,1486.02,2.916515255514731,165.11333333333332,14.446666666666667,34.287494231656666,46,3,27,2,1,0,451,0,1,0,0,0,0,0,4,0,46,1,0,0,0,1,0
49.47,2,38.09,98.94,38.49807964422883,24.735,19.045,2.5975321606720922,53,2,22,3,1,0,417,0,0,0,0,0,0,1,4,0,41,0,0,1,0,2,0
359.9,3,3.01,1079.6999999999998,0.2787811429100676,119.96666666666665,1.0033333333333332,358.70431893687703,55,3,12,1,1,0,436,0,0,0,0,0,0,0,1,0,16,1,2,2,0,2,0
283.79,2,30.81,567.58,5.4283096655978005,141.895,15.405,18.421940928270043,42,2,12,6,1,1,42,0,0,0,0,0,0,0,3,1,74,1,1,2,0,1,0
352.93,4,22.83,1411.72,1.6171762105800014,88.2325,5.7075,61.836180464301364,34,4,30,6,2,1,119,0,0,0,0,0,0,0,3,1,25,2,0,2,1,0,0
353.51,4,17.72,1414.04,1.2531470113999603,88.3775,4.43,79.79909706546276,39,2,4,6,1,1,399,0,0,0,0,0,0,0,2,0,17,1,2,2,1,1,1
301.68,2,30.59,603.36,5.069941660037125,150.84,15.295,19.724092840797645,47,9,22,6,3,1,630,0,0,0,0,0,0,0,0,1,8,3,2,2,0,1,1
129.94,5,12.83,649.7,1.9747575804217332,25.988,2.566,50.63912704598597,65,5,6,0,2,0,491,0,0,1,0,1,0,1,3,0,31,3,1,1,1,2,1
16.37,2,16.08,32.74,49.114233353695774,8.185,8.04,2.0360696517412937,32,2,13,0,1,0,43,1,0,0,0,0,0,1,2,1,62,0,1,1,0,0,1
389.83,4,12.23,1559.32,0.7843162404124875,97.4575,3.0575,127.49959116925592,40,10,26,5,4,1,664,0,1,0,0,0,0,0,0,0,39,2,0,2,1,1,0
344.6,4,40.95,1378.4,2.970835751596053,86.15,10.2375,33.66056166056166,28,11,6,2,4,0,675,0,0,0,1,0,0,0,3,0,79,3,1,2,1,0,1
195.24,5,16.1,976.2,1.6492522024175376,39.048,3.22,60.63354037267081,53,12,12,1,4,0,345,0,0,1,0,0,0,1,1,0,23,2,0,1,1,2,0
428.0,1,12.39,428.0,2.8948598130841123,428.0,12.39,34.54398708635997,50,11,21,1,4,0,324,0,1,0,0,0,0,0,1,0,80,1,2,0,2,1,1
429.41,3,13.22,1288.23,1.0262142629809896,143.13666666666668,4.406666666666667,97.44553706505295,53,7,6,5,3,1,552,0,1,0,0,0,0,0,0,1,39,1,1,0,0,2,1
280.61,2,2.34,561.22,0.4169487901357756,140.305,1.17,239.83760683760687,32,6,3,5,2,1,153,0,0,0,0,0,0,0,4,1,92,1,0,2,0,0,0
142.71,2,19.05,285.42,6.674374605844019,71.355,9.525,14.982677165354332,60,9,8,6,3,1,616,0,0,0,0,1,0,1,0,0,73,1,1,1,0,2,1
227.79,3,27.11,683.37,3.9671042041646545,75.92999999999999,9.036666666666667,25.207303578015495,70,11,7,1,4,0,310,0,0,0,0,1,0,0,4,0,25,2,1,2,0,2,0
394.08,3,12.27,1182.24,1.0378603329273244,131.35999999999999,4.09,96.3520782396088,62,11,13,0,4,0,316,0,1,0,0,1,0,0,2,1,21,0,1,2,0,2,1
266.88,2,21.32,533.76,3.9943045563549164,133.44,10.66,25.035647279549718,65,6,11,1,2,0,527,0,0,0,0,1,0,0,1,0,23,1,1,2,0,2,0
87.17,4,32.02,348.68,9.18320523115751,21.7925,8.005,10.8894440974391,46,5,24,4,2,0,509,0,0,0,0,0,0,1,4,0,46,2,0,1,1,1,0
312.45,4,33.19,1249.8,2.655624899983997,78.1125,8.2975,37.655920457969266,30,8,21,2,3,0,598,0,0,0,0,0,0,0,4,0,2,3,1,2,1,0,1
481.58,3,22.71,1444.74,1.5719091324390546,160.52666666666667,7.57,63.61690885072655,39,3,30,3,1,0,88,0,1,0,0,0,0,0,4,1,97,1,1,0,0,1,1
283.14,5,17.53,1415.6999999999998,1.2382566928021475,56.628,3.5060000000000002,80.75869937250427,62,7,10,0,3,0,190,0,0,1,0,1,0,0,1,1,38,0,2,2,1,2,0
84.9,5,46.26,424.5,10.897526501766784,16.98,9.251999999999999,9.176394293125812,67,2,21,2,1,0,416,0,0,1,0,1,0,1,4,0,38,2,1,1,1,2,0
332.39,5,24.31,1661.9499999999998,1.4627395529348057,66.478,4.862,68.36487042369394,36,5,8,0,2,0,127,0,0,1,0,0,0,0,2,1,49,1,1,2,1,1,0
139.6,5,13.87,698.0,1.987106017191977,27.919999999999998,2.774,50.32444124008652,34,5,30,1,2,0,149,0,0,1,0,0,0,1,2,1,17,3,2,1,1,0,0
185.34,2,36.01,370.68,9.714578612280134,92.67,18.005,10.293807275756736,31,4,9,6,2,1,98,0,0,0,0,0,0,1,0,0,28,3,2,1,0,0,1
64.29,2,47.4,128.58,36.86420905272981,32.145,23.7,2.7126582278481015,39,5,7,6,2,1,126,0,0,0,0,0,0,1,4,1,53,1,0,1,0,1,1
231.65,5,45.83,1158.25,3.9568314267213465,46.33,9.166,25.272747108880647,58,8,7,2,3,0,584,0,0,1,0,0,0,0,2,1,6,1,2,2,1,2,0
44.48,1,27.66,44.48,62.18525179856116,44.48,27.66,1.608098336948662,50,4,2,6,2,1,91,1,0,0,0,0,0,1,2,1,78,1,0,1,2,1,0
429.47,5,44.36,2147.3500000000004,2.065802035066477,85.894,8.872,48.40734896302977,39,3,21,3,1,0,445,0,1,1,0,0,0,0,1,1,1,2,2,0,1,1,0
496.22,5,32.87,2481.1000000000004,1.3248156059812177,99.244,6.574,75.48220261636753,67,3,17,4,1,0,75,0,1,1,0,1,0,0,2,1,30,2,1,0,1,2,0
52.19,1,35.14,52.19,67.33090630388963,52.19,35.14,1.4852020489470688,21,6,8,3,2,0,158,1,0,0,1,0,0,1,2,0,2,1,2,1,2,3,1
427.29,3,46.46,1281.8700000000001,3.624392489097958,142.43,15.486666666666666,27.59083082221266,51,11,18,0,4,0,687,0,1,0,0,0,0,0,0,1,21,3,2,0,0,2,1
283.68,3,38.31,851.04,4.501551043429217,94.56,12.770000000000001,22.21456538762725,49,4,13,3,2,0,102,0,0,0,0,0,0,0,3,1,95,0,1,2,0,1,1
255.78,2,34.49,511.56,6.742122136210807,127.89,17.245,14.832125253696724,63,3,6,2,1,0,430,0,0,0,0,1,0,0,3,0,48,0,1,2,0,2,0
478.47,4,9.06,1913.88,0.4733839112170042,119.6175,2.265,211.24503311258277,22,8,3,3,3,0,214,0,1,0,1,0,0,0,0,0,69,3,2,0,1,3,0
78.94,2,49.94,157.88,31.6316189511021,39.47,24.97,3.1613936724068883,23,12,12,1,4,0,345,0,0,0,1,0,0,1,2,0,0,0,0,1,0,3,0
481.66,3,20.8,1444.98,1.4394662901908677,160.55333333333334,6.933333333333334,69.4701923076923,28,7,31,0,3,0,211,0,1,0,1,0,0,0,3,1,34,3,1,0,0,0,1
193.16,3,26.81,579.48,4.626561745012769,64.38666666666667,8.936666666666666,21.61432301380082,56,10,10,3,4,0,648,0,0,0,0,0,0,1,4,1,3,3,0,1,0,2,1
99.21,1,30.21,99.21,30.45055941941337,99.21,30.21,3.2840119165839123,29,12,25,2,4,0,724,0,0,0,1,0,0,1,4,0,9,3,1,1,2,0,0
394.71,4,16.01,1578.84,1.014035621088901,98.6775,4.0025,98.61586508432228,66,10,2,0,4,0,274,0,1,0,0,1,0,0,3,0,18,2,1,2,1,2,0
230.9,2,26.62,461.8,5.764400173235167,115.45,13.31,17.34785875281743,69,7,29,5,3,1,209,0,0,0,0,1,0,0,3,1,1,0,1,2,0,2,0
296.56,1,32.02,296.56,10.797140544915026,296.56,32.02,9.261711430356026,39,4,3,2,2,0,458,0,0,0,0,0,0,0,1,0,97,2,2,2,2,1,0
490.55,1,17.9,490.55,3.648965446947304,490.55,17.9,27.4050279329609,62,2,27,0,1,0,57,0,1,0,0,1,0,0,0,1,1,3,2,0,2,2,0
496.31,4,10.15,1985.24,0.5112731961878665,124.0775,2.5375,195.5901477832512,53,6,18,6,2,1,168,0,1,0,0,0,0,0,4,1,87,2,1,0,1,2,0
104.39,2,28.68,208.78,13.736947983523326,52.195,14.34,7.279637377963738,58,12,8,6,4,1,707,0,0,0,0,0,0,1,4,0,41,0,2,1,0,2,0
434.25,5,7.11,2171.25,0.3274611398963731,86.85,1.4220000000000002,305.37974683544303,18,2,21,2,1,0,416,0,1,1,1,0,0,0,1,0,82,2,0,0,1,3,1
46.61,1,8.9,46.61,19.09461488950869,46.61,8.9,5.237078651685393,42,12,7,3,4,0,340,0,0,0,0,0,0,1,0,1,4,0,1,1,2,1,1
284.49,4,39.82,1137.96,3.4992442616612185,71.1225,9.955,28.577599196383726,48,10,30,0,4,0,302,0,0,0,0,0,0,0,1,0,55,0,1,2,1,1,1
169.93,5,27.73,849.6500000000001,3.263696816336138,33.986000000000004,5.546,30.640100973674723,40,5,1,2,2,0,486,0,0,1,0,0,0,1,0,1,35,0,1,1,1,1,0
146.37,4,42.55,585.48,7.267541162806586,36.5925,10.6375,13.759811985898944,23,9,21,3,3,0,263,0,0,0,1,0,0,1,0,0,63,1,0,1,1,3,0
444.43,4,28.53,1777.72,1.6048646581013883,111.1075,7.1325,62.310550297932,48,9,8,6,3,1,616,0,1,0,0,0,0,0,2,0,20,1,1,0,1,1,0
35.16,3,3.9,105.47999999999999,3.6973833902161553,11.719999999999999,1.3,27.046153846153842,48,4,10,0,2,0,99,0,0,0,0,0,0,1,3,0,20,3,1,1,0,1,0
287.93,4,3.37,1151.72,0.29260584169763487,71.9825,0.8425,341.7566765578635,66,6,12,0,2,0,162,0,0,0,0,1,0,0,3,0,6,1,2,2,1,2,0
448.84,2,26.3,897.68,2.929774529899296,224.42,13.15,34.13231939163498,60,9,3,6,3,1,245,0,1,0,0,1,0,0,0,1,13,2,0,0,0,2,0
168.68,2,44.53,337.36,13.1995494427318,84.34,22.265,7.576016168874916,48,10,9,0,4,0,281,0,0,0,0,0,0,1,4,1,15,3,2,1,0,1,0
466.62,3,8.36,1399.8600000000001,0.5972025774005971,155.54,2.7866666666666666,167.44736842105266,24,10,17,3,4,0,655,0,1,0,1,0,0,0,0,1,82,1,0,0,0,3,1
51.56,4,44.74,206.24,21.693173002327384,12.89,11.185,4.6097451944568615,37,8,27,1,3,0,604,0,0,0,0,0,0,1,1,1,95,0,0,1,1,1,1
79.31,1,29.18,79.31,36.792333879712515,79.31,29.18,2.7179575051405074,37,5,31,4,2,0,516,0,0,0,0,0,0,1,4,0,30,2,1,1,2,1,1
315.11,5,37.68,1575.5500000000002,2.391545809399892,63.022000000000006,7.536,41.81395966029724,50,8,3,5,3,1,580,0,0,1,0,0,0,0,3,0,69,3,0,2,1,1,1
259.57,2,40.28,519.14,7.758986015333051,129.785,20.14,12.888282025819265,55,5,12,6,2,1,497,0,0,0,0,0,0,0,1,0,90,0,1,2,0,2,0
137.72,3,1.13,413.15999999999997,0.27350179107367606,45.906666666666666,0.37666666666666665,365.6283185840708,45,3,10,6,1,1,434,0,0,0,0,0,0,1,1,1,78,1,2,1,0,1,0
464.67,4,19.21,1858.68,1.0335291712398047,116.1675,4.8025,96.75585632483082,54,1,7,5,1,1,6,0,1,0,0,0,0,0,2,1,19,2,2,0,1,2,0
197.66,4,42.31,790.64,5.351360922796722,49.415,10.5775,18.68683526353108,59,6,7,4,2,0,523,0,0,0,0,0,0,1,4,0,89,0,1,1,1,2,0
79.9,4,22.19,319.6,6.94305381727159,19.975,5.5475,14.402884182063993,42,9,26,1,3,0,268,0,0,0,0,0,0,1,0,0,71,3,0,1,1,1,0
265.23,4,49.85,1060.92,4.6987520265430005,66.3075,12.4625,21.282246740220664,57,2,4,6,1,1,399,0,0,0,0,0,0,0,2,1,88,0,1,2,1,2,1
91.84,2,31.58,183.68,17.19294425087108,45.92,15.79,5.816339455351489,56,12,4,0,4,0,337,0,0,0,0,0,0,1,0,0,67,0,1,1,0,2,0
468.62,2,46.77,937.24,4.9901839443472324,234.31,23.385,20.0393414581997,31,4,13,3,2,0,102,0,1,0,0,0,0,0,1,1,20,2,1,0,0,0,1
245.44,5,25.44,1227.2,2.0730117340286833,49.088,5.088,48.23899371069182,29,8,8,3,3,0,585,0,0,1,1,0,0,0,0,0,28,3,2,2,1,0,0
116.2,2,48.36,232.4,20.80895008605852,58.1,24.18,4.805624483043838,37,9,6,2,3,0,248,0,0,0,0,0,0,1,4,1,66,2,1,1,0,1,0
400.21,3,36.32,1200.6299999999999,3.0250785004539287,133.40333333333334,12.106666666666667,33.05699339207048,69,6,12,2,2,0,528,0,1,0,0,1,0,0,3,0,13,3,2,0,0,2,1
490.8,2,43.37,981.6,4.418296658516708,245.4,21.685,22.63315655983399,37,7,4,3,3,0,550,0,1,0,0,0,0,0,2,0,16,0,0,0,0,1,1
310.14,2,22.6,620.28,3.643515831559941,155.07,11.3,27.446017699115043,54,3,9,3,1,0,67,0,0,0,0,0,0,0,0,1,62,3,0,2,0,2,1
247.46,2,19.97,494.92,4.0349955548371454,123.73,9.985,24.78317476214322,48,12,20,4,4,0,719,0,0,0,0,0,0,0,3,1,48,2,1,2,0,1,0
255.71,2,7.64,511.42,1.4938797856947321,127.855,3.82,66.93979057591623,57,1,14,5,1,1,13,0,0,0,0,0,0,0,3,1,74,0,2,2,0,2,0
172.02,1,2.75,172.02,1.5986513196139984,172.02,2.75,62.552727272727275,46,3,3,6,1,1,427,0,0,0,0,0,0,1,0,0,3,0,1,1,2,1,0
170.05,2,35.55,340.1,10.45280799764775,85.025,17.775,9.566807313642759,23,12,1,4,4,0,334,0,0,0,1,0,0,1,1,1,52,1,0,1,0,3,1
314.35,3,15.81,943.0500000000001,1.676475266422777,104.78333333333335,5.2700000000000005,59.64895635673624,22,4,9,1,2,0,464,0,0,0,1,0,0,0,4,1,23,0,2,2,0,3,1
319.34,1,18.74,319.34,5.868353479050542,319.34,18.74,17.040554962646745,54,2,25,6,1,1,420,0,0,0,0,0,0,0,2,1,74,2,1,2,2,2,0
219.29,2,32.59,438.58,7.430799398057368,109.645,16.295,13.45750230131942,56,5,24,4,2,0,509,0,0,0,0,0,0,0,0,1,56,0,0,2,0,2,1
174.94,1,22.43,174.94,12.82153881330742,174.94,22.43,7.799375835934017,62,2,15,2,1,0,45,0,0,0,0,1,0,1,2,0,43,3,1,1,2,2,1
85.28,2,1.55,170.56,0.9087711069418386,42.64,0.775,110.03870967741935,20,3,4,0,1,0,428,0,0,0,1,0,0,1,3,0,68,0,0,1,0,3,1
18.83,1,1.57,18.83,8.337758895379714,18.83,1.57,11.993630573248407,27,1,25,2,1,0,24,0,0,0,1,0,0,1,0,1,19,2,2,1,2,0,0
291.09,4,8.37,1164.36,0.7188498402555911,72.7725,2.0925,139.11111111111111,19,5,31,4,2,0,516,0,0,0,1,0,0,0,2,0,6,1,0,2,1,3,0
386.51,1,10.19,386.51,2.636413029417091,386.51,10.19,37.930323846908735,27,1,23,0,1,0,22,0,1,0,1,0,0,0,4,1,46,0,2,2,2,0,1
285.21,4,40.21,1140.84,3.5245959117842998,71.3025,10.0525,28.37204675453867,32,7,17,2,3,0,563,0,0,0,0,0,0,0,2,1,39,1,1,2,1,0,0
238.63,2,20.89,477.26,4.377069102795122,119.315,10.445,22.84633796074677,46,8,1,1,3,0,212,0,0,0,0,0,0,0,1,0,20,0,0,2,0,1,1
16.55,4,22.61,66.2,34.15407854984894,4.1375,5.6525,2.9279080053073865,21,4,9,1,2,0,464,0,0,0,1,0,0,1,0,0,26,0,0,1,1,3,0
161.94,5,35.96,809.7,4.441151043596394,32.388,7.192,22.516685205784206,68,10,9,2,4,0,647,0,0,1,0,1,0,1,3,0,58,2,2,1,1,2,0
173.42,1,26.04,173.42,15.01556913850767,173.42,26.04,6.659754224270353,33,7,29,5,3,1,209,0,0,0,0,0,0,1,1,0,28,2,0,1,2,0,1
199.13,4,4.82,796.52,0.6051323256164315,49.7825,1.205,165.253112033195,50,10,17,1,4,0,289,0,0,0,0,0,0,1,2,0,9,0,0,1,1,1,0
219.56,1,1.05,219.56,0.47822918564401534,219.56,1.05,209.1047619047619,24,1,1,6,1,1,0,0,0,0,1,0,0,0,2,0,3,1,2,2,2,3,1
288.71,3,42.11,866.1299999999999,4.861856765150729,96.23666666666666,14.036666666666667,20.56827356922346,60,8,3,5,3,1,580,0,0,0,0,1,0,0,4,1,53,0,0,2,0,2,1
66.65,2,38.8,133.3,29.1072768192048,33.325,19.4,3.435567010309279,58,10,10,1,4,0,282,0,0,0,0,0,0,1,1,0,90,3,0,1,0,2,1
328.09,3,8.73,984.27,0.8869517510439209,109.36333333333333,2.91,112.74570446735395,59,10,12,5,4,1,650,0,0,0,0,0,0,0,1,0,22,2,1,2,0,2,0
222.62,3,10.03,667.86,1.5018117569550504,74.20666666666666,3.3433333333333333,66.58624127617149,53,12,18,2,4,0,717,0,0,0,0,0,0,0,1,0,77,3,0,2,0,2,1
404.5,1,44.89,404.5,11.097651421508035,404.5,44.89,9.010915571396747,31,10,27,6,4,1,665,0,1,0,0,0,0,0,4,0,75,2,0,0,2,0,1
438.43,4,26.75,1753.72,1.5253290148940537,109.6075,6.6875,65.5596261682243,32,10,15,1,4,0,653,0,1,0,0,0,0,0,4,1,4,0,0,0,1,0,1
402.79,2,2.22,805.58,0.27557784453437273,201.395,1.11,362.87387387387383,23,9,1,6,3,1,609,0,1,0,1,0,0,0,0,0,31,3,1,0,0,3,0
140.06,1,33.08,140.06,23.618449236041695,140.06,33.08,4.23397823458283,42,10,1,6,4,1,273,0,0,0,0,0,0,1,4,1,35,2,1,1,2,1,1
255.92,1,33.02,255.92,12.902469521725541,255.92,33.02,7.750454270139309,18,7,19,4,3,0,565,0,0,0,1,0,0,0,3,0,80,1,2,2,2,3,1
444.83,1,26.84,444.83,6.033765708248095,444.83,26.84,16.57339791356185,20,10,20,6,4,1,658,0,1,0,1,0,0,0,1,0,12,3,0,0,2,3,1
